,target,params
alpha,0.2015216110445433,5.0
colsample_bytree,0.2015216110445433,1.0
gamma,0.2015216110445433,5.0
learning_rate,0.2015216110445433,0.001
max_depth,0.2015216110445433,14.345670840654002
min_child_weight,0.2015216110445433,0.0
n_estimators,0.2015216110445433,431.0268191818634
reg_lambda,0.2015216110445433,0.0
scale_pos_weight,0.2015216110445433,20.0
subsample,0.2015216110445433,1.0
